Symbol,Crossover Date,Crossover Type,Current Price,Percentage Distance (%),Avg_Volume_20,Volume_On_Crossover,Volume_Pct_of_Avg
DECK,2025-12-16,Bullish,100.69,5.64,3.39,2.54,75.05
WPC,2026-01-15,Bullish,70.26,6.2,1.27,1.48,116.65
NBIX,2026-01-06,Bearish,132.39,-8.44,1.04,1.12,107.6
GLPI,2026-01-12,Bullish,46.34,4.15,2.72,2.23,81.89
REXR,2025-12-08,Bearish,41.0,-0.34,1.89,2.68,141.89
TTEK,2026-01-08,Bullish,37.27,8.68,1.83,2.59,141.28
DINO,2025-12-11,Bearish,48.63,-6.06,2.71,2.43,89.61
CCK,2025-12-15,Bullish,104.24,7.35,2.16,2.16,100.12
WTRG,2026-01-16,Bullish,39.82,2.46,1.67,3.32,197.95
UNM,2025-12-17,Bullish,76.089996,0.39,1.45,1.35,93.35
MTN,2025-12-26,Bearish,141.55,-3.94,1.03,1.15,112.22
ARMK,2026-01-14,Bullish,39.62,4.13,2.0,3.24,162.43
NNN,2026-01-16,Bullish,42.64,4.38,1.45,1.4,96.21
RRC,2025-12-17,Bearish,34.41,-7.7,3.34,2.83,84.92
GXO,2025-12-12,Bullish,56.54,9.32,1.04,0.7,67.68
EQH,2026-01-13,Bearish,46.73,-2.41,2.14,1.72,80.43
FNF,2025-12-24,Bearish,52.87,-4.88,1.35,0.54,40.04
FNF,2025-12-24,Bearish,52.87,-4.88,1.35,0.54,40.04
WH,2026-01-06,Bullish,80.21,5.01,1.19,1.15,97.07
OLN,2026-01-09,Bullish,23.41,9.32,2.53,6.86,270.81
MTDR,2025-12-16,Bearish,42.83,-0.47,1.37,1.37,99.6
AR,2026-01-07,Bearish,32.35,-5.26,4.98,4.96,99.48
CBSH,2026-01-08,Bullish,54.29,2.43,1.04,0.98,94.12
PLNT,2026-01-15,Bearish,97.71,-7.22,1.81,1.83,101.16
HR,2025-12-09,Bearish,17.26,-2.99,2.45,2.39,97.4
ADC,2025-12-12,Bearish,73.19,-0.01,1.02,0.97,95.39
PBF,2025-12-17,Bearish,29.53,-8.07,2.81,3.33,118.31
MTG,2026-01-15,Bearish,26.41,-6.67,2.12,2.42,114.29
EXLS,2025-12-19,Bullish,42.77,4.2,1.18,2.53,215.12
HALO,2026-01-05,Bullish,71.21,5.39,2.05,2.9,141.26
KBH,2025-12-23,Bearish,61.32,-0.75,1.46,1.36,93.11
RYN,2026-01-16,Bullish,24.65,8.51,1.76,1.7,97.01
OZK,2026-01-08,Bullish,48.5,2.94,1.03,1.19,115.77
LPX,2026-01-13,Bullish,93.14,9.85,1.05,1.66,158.21
SLM,2025-12-15,Bearish,26.85,-4.59,3.52,3.73,105.8
IRDM,2026-01-13,Bullish,19.040001,5.07,2.55,1.86,73.21
EQH,2026-01-13,Bearish,46.73,-2.41,2.14,1.72,80.43
CNXC,2026-01-15,Bullish,43.15,4.61,1.12,1.26,113.1
KRC,2025-12-12,Bearish,37.7,-8.64,1.29,1.76,135.73
CUZ,2026-01-15,Bullish,26.99,3.67,1.43,1.31,91.73
PK,2026-01-09,Bullish,11.42,5.62,3.35,4.39,131.09
ADNT,2026-01-16,Bullish,22.030001,7.12,1.3,1.77,136.56
CDP,2026-01-14,Bullish,30.84,6.46,1.09,0.71,64.89
AAPL,2026-01-15,Bearish,255.53,-4.01,43.51,39.39,90.53
HPE,2026-01-13,Bearish,21.44,-7.95,19.56,11.5,58.8
MKC,2025-12-22,Bullish,67.040001,0.5,2.72,2.65,97.13
FE,2026-01-16,Bullish,47.34,4.46,4.23,8.69,205.5
IP,2026-01-15,Bullish,43.35,5.9,4.22,5.13,121.52
RJF,2025-12-22,Bullish,171.78,6.28,1.42,1.36,95.84
GEN,2026-01-02,Bearish,26.1,-4.2,4.89,3.81,77.86
CF,2026-01-16,Bullish,86.75,6.75,2.44,2.84,116.58
NRG,2025-12-17,Bearish,152.050003,-7.31,1.84,4.75,258.0
AES,2025-12-22,Bullish,14.19,2.8,6.86,7.9,115.14
AOS,2026-01-08,Bullish,72.48,6.76,1.12,1.86,166.47
MAS,2026-01-12,Bullish,70.47,7.93,2.26,1.98,87.47
NI,2026-01-16,Bullish,43.93,3.81,3.14,4.46,141.85
HSY,2025-12-15,Bullish,197.75999,8.71,1.57,2.21,141.36
CHD,2026-01-15,Bullish,90.61,5.41,2.15,2.13,99.14
EMN,2025-12-19,Bullish,68.67,9.74,1.82,2.61,143.01
PNW,2026-01-14,Bullish,93.71,5.19,1.18,1.88,159.82
UDR,2025-12-30,Bullish,37.64,4.66,2.7,2.28,84.42
OMC,2025-12-16,Bullish,79.79,5.7,6.34,5.99,94.56
TAP,2026-01-08,Bullish,48.95,4.93,2.89,3.6,124.84
Bullish_Tickers,,,,"DECK,WPC,GLPI,TTEK,CCK,WTRG,UNM,ARMK,NNN,GXO,WH,OLN,CBSH,EXLS,HALO,RYN,OZK,LPX,IRDM,CNXC,CUZ,PK,ADNT,CDP,MKC,FE,IP,RJF,CF,AES,AOS,MAS,NI,HSY,CHD,EMN,PNW,UDR,OMC,TAP",,,
Bearish_Tickers,,,,"NBIX,REXR,DINO,MTN,RRC,EQH,FNF,FNF,MTDR,AR,PLNT,HR,ADC,PBF,MTG,KBH,SLM,EQH,KRC,AAPL,HPE,GEN,NRG",,,
Delta_Bullish,,,,"HALO,RYN",,,
Delta_Bearish,,,,"KBH,AAPL",,,
